Name,Time,Salon Name,CID,Phone,Owner,Note,Status,Date
Anh Thư,16:49:52.719000,MD NAIL SPA,09738,5209072339,Ms,"tiệm nhờ check GC 091610305 bal bao nhiêu, check thấy có $100 đã báo she, HD payment GC",Done,2024-12-30
Chiến Phạm,16:52:54.257000,VIP NAIL BAR ,MI_07575,,Ms,"Aries8 bị tự khỏi động lại máy, đã nhờ She rút dây ra cắm lại máy đã wokr",Done,2024-12-30
Anh Thư,16:58:36.343000,CLASSY NAILS SPA	,06808,6309727200,Mr,"Set up onl booking cannot book before current time 60min, tiệm báo pinpad bị hư màn hình đã nhờ he call iso giúp",Done,2024-12-30
Phượng Hồ,16:59:43.523000,ENSTYLE LASH STUDIO,07204,2816301320,Ms Thanh,check #102 đã approved,Done,2024-12-30
Chiến Phạm,17:00:31.009000,BEAUTIFUL NAILS,VA_09640,7572015537,Ms,"New Year Special
10% OFF Eyelash, Gel Pedi&Mani
20% For Facial
Buy $100 GC get $20 bonus
BEAUTIFUL NAILS
@1309 Fordham Dr
T: 7574139009
--------
=> Gửi SMS đợi She confirm",Support,2024-12-30
Đạt Trương,17:01:48.714000,BETHANY NAILS & SPA,TX_09727,3046548480,Ms,"#2592-008-874 (DC-2964, Ref 15) Total $56.10 she nhờ add tạm thợ Everly $55 ser rồi check lại sau ạ",Done,2024-12-30
Liên Chi,17:03:04.280000,HAPPY NAILS AND SPA,NY_06228,3472770199,Ms,"She dự định take over tiệm, cần mở bank và chuyển đổi thông tin -> cc số MAC ",Done,2024-12-30
Sanh Lưu,17:02:55.704000,QUEEN NAILS & SPA,06072,8133341155,Ms,"She nhờ xuất file revenue và tech income của tiệm năm 2025 qua email đăng kí Phoebe1976@yahoo.com, nhờ 2 chị xuất và gửi ra giúp tiệm ạ ",Done,2024-12-30
Phương Anh,17:07:14.916000,TERRELL NAILS BAR,07365,2145780726,Ms,"12/30 Tiệm nhờ request thông tin thẻ để lấy thêm $73.10 serv thiếu trong ticket 2502-026-587 ($19.50, VS 7410), AC: 253911, TransID: 17. Nhờ 2 chị hỗ trợ giúp em",Support,2024-12-30
Tuấn Võ,17:07:25.514000,GLOSSY NAILS,08863,9165333959,Ms,"Ticket 2591-005-242 (VS 6273, $110) ngày 12/29 Appcode: 04054D Missed tiền service $2.20
Ticket 2591-005-241 (VS 3928, $50) ngày 12/29 Appcode: 915936 Missed tiền service $1
=> nhờ 2 chị hỗ trợ request cho tiệm ạ",Support,2024-12-30
Anh Thư,17:08:46.808000,NAIL GARDEN,08605,5032812121,Ms,"Gọi line hang up, đã gọi lại line Chiến",Done,2024-12-30
Chiến Phạm,17:09:31.169000,NAIL GARDEN,08605,5032812121,Ms,"She nhờ check lại thẻ VS 2704 ngày 12/10 charge khách bao nhiêu lần, check charge 3 lần đã báo She, She OK",Done,2024-12-30
Hương Giang,17:09:32.530000,JACLYN NAIL BAR	,11507,7815139212,Ms,"-HD settlement
-HD thao tác swap tech
-HD thao tác void",Done,2024-12-30
Tiến Dương,17:09:36.681000,MILANO NAIL SPA WEST U,08631,8327544650,Ms.Eng,"Ticket 2501-016-2815, tiệm vô tình fix nhầm trên ticket 2501-016-2311 ngày 12/23. Nhờ chị Dung fix ticket về ban đàu giúp tiệm ",Done,2024-12-30
Sanh Lưu,17:09:37.703000,CITY NAILS & SPA,11122,4048349379,Ms,"She muốn lấy thêm tiền ser #719, đã lấy qua cổng adjust tip",Done,2024-12-30
Sanh Lưu,17:15:56.383000,ENAILS SPA,11628,7028238299,Mr,"FT 7146777095, HD tiệm sử dụng GC payment",Done,2024-12-30
Đạt Trương,17:25:25.397000,MAGICAL NAILS,TN_11292,6155167068,Ms,"#2501-002-264 khách charge 2 thẻ, thẻ VS-2931 ghi nhận approve 2 lần ($24, Ref 6 và $29, Ref 7). Tiệm confirm refund lại cust (VS-2931, $29, Ref 7)
=> Em nhờ chị Dung tách ticket và hd she làm void #2591-002-264 (VS-2931, $29, Ref 7) ạ",Done,2024-12-30
Phương Anh,17:34:53.842000,JUMBO NAIL AND LASH,11861,7707360006,Mr,"Tiệm báo mới refill $100 SMS nhưng đổi sang Iso khác, tiệm muốn chuyển 4876 SMS còn lại từ acc 10181 qua account 11861. Đã nhờ chị Dung confirm lại với chị Hanna",Done,2024-12-30
Phượng Hồ,17:35:21.371000,SISTERS NAIL & SPA,IL_05703,708-864-1763,Ms,"Last Week for Early Bird Special (1/2/26) 
New Special $5 Off Any Pedicure 
Limited Time Only
> nhờ các chị soạn lại giúp",Done,2024-12-30
Sanh Lưu,17:37:38.901000,C J NAILS,GA_05344,6788185395,Ms Thanh,"iệm báo ticket có hiện tip nhưng mà total thì không có tip , nhờ team check lại giúp tiệm nha. Thanks team
=> Gọi nhiều lần vào voice mail",Done,2024-12-30
Tiến Dương,17:38:01.289000,XTREME NAILS SPA,10517,6142268542,Mr.Eng,"Tiemj can chuyển từ Nina và Kane qua cho Lene từ 10/01/2025 - 10/31/2025. Giải thích he total 257 trans, nhiều quá  bên mình ko hỗ trợ dc. He ok ",Done,2024-12-30
Chiến Phạm,17:39:18.338000,MODERN NAIL BAR,07985,4044292598,Mr,"Tiệm đổi internet, setup lại internet, getip lại S300, connect lại printer, tải lại driver. Máy đã work",Done,2024-12-30
Liên Chi,17:40:47.229000,SAKURA NAILS & LASH,10892,7206098246,Mr,12/30 #252 Chuyển $11 tip cho Linh,Done,2024-12-30
Anh Thư,17:48:25.729000,Q NAIL LOUNGE,10289,6613030478,Mr Bình,set up mimi working hour Tues-Sat 9AM-6PM,Done,2024-12-30
Tiến Dương,17:49:11.672000,V HEAD SPA,09377,FB Yul Min,Ms ,"Nhờ hai chị hỗ trợ fix time-in out của staff giúp tiệm ạ. Dạ em cảm ơn hai chị

LINDA
12/28 TIME OUT - 11:30 am
12/29
TIME IN AND OUT - 11:30 AM- 2:45 PM
TIME IN AND OUT -4 PM - 5:15 PM
-----------
LUNA
12/21 TIME OUT - 4:45 PM
12/28 TIME OUT - 11:30 am
---------
MAI
12/21
TIME IN AND OUT -9:35 AM - 11:30 AM
TIME IN AND OUT -1:30 pm- 5:05 pm

12/23
TIME IN AND OUT -1:15 PM - 2:15 PM 
TIME IN AND OUT -3 PM - 4:30 PM

12/24 TIME OUT - 11:45 am

12/25 TIME OUT - 4:30 pm

12/26
TIME IN AND OUT -9:45 am - 1:25 pm
TIME IN AND OUT -2:15  pm - 4 pm
TIME IN AND OUT -4:30 PM - 6:15 PM

12/28 TIME OUT - 11:30 am

12/29 TIME OUT - 2:30 pm",Done,2024-12-30
Phượng Hồ,17:49:28.205000,SISTERS NAIL & SPA,IL_05703,708-864-1763,Ms,"Early Bird Special Ends 
2026 Special $5 OFF any Pedicure 
*Limited Time Only
SISTERS NAIL & SPA
Call: 630-519-4751
> đợi KH cf. KH OK nhờ note 10AM CST ngày 01/02/2026 send all cust. Nhờ các chị note giúp",Support,2024-12-30
Hương Giang,17:50:40.170000,VD NAIL BAR & LASH,NY_10018,516-401-1624,Mr Steven,KH nhờ check ngày 12/18 trans $82 vs $30 tip > check bankcard chưa batch #2593-023-424 > HD settlement trên A920,Done,2024-12-30
Tuấn Võ,17:55:26.597000,J NAIL-SPA SALON,10292,4085208658,Mr,gửi vericode cho thợ phillip,Done,2024-12-30
Phượng Hồ,17:54:20.736000,MS NAILS,GA_10577,9124678886,Mr,KH nhờ fix  ticket #982 other -> card pmt $78. Đã nhờ chị D fix,Done,2024-12-30
Liên Chi,17:56:53.858000,NAILS STUDIO,GA_10370,7062371450,Ms (Eng),"12/30 
#2501-003-965 
$38 Diana
$55.80 Yaz 
Tip %",Done,2024-12-30
Đạt Trương,17:57:38.744000,C J NAILS,GA_05344,6788185395,Ms Thanh,Giai thích she receiept ticket #899 vì sao không show tip ,Done,2024-12-30
Tiến Dương,17:57:38.744000,LES MAINS MIDTOWN,07986,FB Duy La,Mr,"He nhờ check có trans $114  (VS-2044 trên system. Check ko thấy hiển thị, he nói nếu có  add  lại Vicent $95 và $19 tip)",Done,2024-12-30
Phương Anh,18:07:01.372000,HANNAH NAILS & SPA,07603,9366152103,Ms,Tiệm nhờ fix ticket 2502-012-002 từ Cece qua cho Tina,Done,2024-12-30
Sanh Lưu,18:09:16.416000,QUEEN NAILS & SPA,VA_11220,5715949068,Ms,She nhờ swap tech #781,Done,2024-12-30
Đạt Trương,18:09:16.416000,LOVELY NAILS,07280,3097182089,Mr,"HD lại he cách tự tạo mực thợ có thể làm, phân loại thợ và update ser thợ có thể làm",Done,2024-12-30
Anh Thư,18:14:46.458000,SQUARE ONE NAILS AND SPA,10465,(440)452-9399,Ms,"She cần quảng cáo cho tiệm, đã nhờ she liên hệ bên làm MKT cho tiệm hoặc Spoton để dc hỗ trợ",Done,2024-12-30
Phượng Hồ,18:15:52.908000,ALLURE NAIL SPA,11531,7068471404,Ms.,fix lại time wed 9AM-7PM,Done,2024-12-30
Hương Giang,18:20:54.937000,D N D NAIL SPA,06458,2532285807,Ms Dung,"ngày 12/28 #2501-006-674($63, MC-7845, appcode 823235) missed $60 tip
> nhờ các chị request giúp KH",Support,2024-12-30
Liên Chi,18:21:52.303000,ESSENCE NAIL SPA,NC_06526,8285959853,Ms ,Xin menu ,Done,2024-12-30
Phương Anh,18:24:54.313000,COHO NAILS & SPA,11826,8636578688,Ms Quyên,Tiệm nhờ sửa giá serv trên menu,Done,2024-12-30
Tiến Dương,18:25:46.728000,MALIBU NAILS & SPA,09719,9368289105,Mr. Tân,"Giải thích he phương thức payment, he tiệm thiếu $100 cash. Nhờ he check  lại với thợ ngày hôm nay có làm trans $100 cash quên bỏ vào system ko. He nói hiểu và check lại với thợ",Done,2024-12-30
Sanh Lưu,18:26:39.832000,QUEEN NAIL,10346,8709192260,Mr,He nhờ check #012,Done,2024-12-30
Phượng Hồ,18:26:45.330000,T&T NAILS SPA,10988,4709787969,Mr.,HD restar PC,Done,2024-12-30
Anh Thư,18:29:00.340000,MODERN NAILS        ,11412,5058080883,Ms,HD download tesalon,Done,2024-12-30
Tuấn Võ,18:31:40.710000,LOTUS NAILS DAY SPA,08695,huyentran092877@icloud.com,Ms,KH nhờ trừ $5 off reward point cho cust Susie (407-701-2529) ,Done,2024-12-30
Phương Anh,18:34:55.276000,PRO NAILS SALON,11822,3125363176,Mr,"Tiệm muốn RF $70 serv trong ticket 2501-000-251 ($138, AM 7007). Tiệm nói đợi tiệm xin thông tin thẻ của khách rồi liên hệ lại",Done,2024-12-30
Sanh Lưu,18:31:51.825000,V NAILS AND SPA,10205,8132829730,Ms,She nhờ swap tech và chuyển tiền tip của 1 vài ticket,Done,2024-12-30
Tiến Dương,18:32:25.608000,FAMILY NAILS,IN_11744,2193336608,Mr,"Tiệm confirm Ticket 2502-000-960 Total $12 (VS-0407, trans id: 7) bị change $12 
=> Nhờ chị Dung add lên thợ Lily giúp tiệm ạ",Done,2024-12-30
Phượng Hồ,18:32:25.608000,LADY NAILS	,TX_11852,8328595516,Mr Hoàng,tắt auto print MC coppy cash card ,Done,2024-12-30
Hương Giang,18:39:41.003000,LUU NAILS & SPA,10245,9166676211,Ms,Add #807 cho khách,Done,2024-12-30
Phương Anh,18:48:04.197000,RELAX NAIL & SPA,07886,8064510175,Ms,"Tiệm báo login app checkin không work, HD tiệm install lại app nhưng vào appstore máy quay, tiệm nói mai sẽ thao tác thử không được sẽ liên hệ lại sau",Done,2024-12-30
Anh Thư,18:41:29.912000,V&V NAILS SPA ,07191,6107694488,Ms,"V&V NAILS SPA ClientID = PA_07191
Revenue 1188.33
Bankcard 1188.30
CS, login to check billNo = 2501005772
--------------
Tiệm confirm #2501-005-772 (VS 9272 - $79.62, trans id: 5) charge dư tiền ser $1.30 cần RF lại
-> Nhờ chị Dung request iso RF giúp tiệm ạ",Support,2024-12-30
Tuấn Võ,18:42:41.988000,PRO NAILS SALON,11822,3125363176,Mr,"Tiệm muốn RF $70 serv trong ticket 2501-000-251 ($138, AM 7007). Tiệm nói đợi tiệm xin thông tin thẻ của khách rồi liên hệ lại
KH nói không muốn bị mess up lương thợ nên tạo lại ticket other để refund $68 2501-000-252 (AM 7007, $68) ngày 12/30",Done,2024-12-30
Phượng Hồ,18:44:04.569000,MILANO NAILS SPA,CA_08936,7142602951,Ms,fix point 7143966030 trừ 806 points,Done,2024-12-30
Hương Giang,18:47:05.418000,FIRST PRO NAILS,08274,6784684492 / 404-820-4947,Ms Thảo,KH báo máy ko login được nhưng gọi qua thì báo có bạn hỗ trợ ok rồi,Done,2024-12-30
Tuyết Anh,18:47:54.096000,US NAILS,11863,"8503770873 / 
8504789109",Ms,"HD sale GC/ Payment bằng GC/ delete ticket
Set promotion spend $1 - 1 point, 400 point thì được discount $10, redeem value $10. 
Set passcode: 12345",Done,2024-12-30
Liên Chi,18:50:26.495000,PREMIER NAILS SPA,NC_10778,Jenny Võ,Ms ,HD thanh toán GC - MSR ID 0123 -> Còn lại $5 refund by cash. ,Done,2024-12-30
Sanh Lưu,18:51:42.230000,CHANAILS BEAUTY BAR,10009,6573358728,Ms,She nhờ gửi vericode cho thợ Nga và Lisa,Done,2024-12-30
Tuấn Võ,18:54:22.886000,NAILS PRO,06736,8595953776,Mr Eng,"Gọi báo tiệm sẽ swap máy mới.
KH request muốn customer kí tên trên Q20 (S/N 1140135170)  không kí tên trên receipt nữa
-> nhờ 2 chị hỗ trợ ạ",Support,2024-12-30
Đạt Trương,18:59:42.690000,D1 NAIL BOUTIQUE,VA_11339,7033834070,Ms,"He hỏi tiền hôm qua 12/29 auto settlement lúc mấy giờ, báo he 11:29pm và đóng đủ",Done,2024-12-30
Sanh Lưu,19:03:01.221000,EXCLUSIVE NAILS,11724,5128032720,Ms Vân,"Hello Team, tiệm muốn hỗ trợ edit Ticket.
Nhờ Team help dùm em ạ.
=> she muốn nhờ edit tip thợ, nhưng she đang bận có gì lát she gọi lại",Done,2024-12-30
Phượng Hồ,19:03:01.221000,VIDA NAILS AND SPA   ,09935,4322345569,Mr.,"de-act LAYDI, EVERLYN",Done,2024-12-30
Đạt Trương,19:14:34.486000,SKY NAILS,11581,7707735273,Mr.,He nhờ tạo giúp 1 ticket cho thợ Jay pmt bằng GC và cash,,2024-12-30
Phượng Hồ,19:14:34.486000,AZONA NAILS SPA,11149,3392130973,Mr,tải lại app PC,Done,2024-12-30
Đạt Trương,19:21:10.424000,BETHANY NAILS & SPA,09727,9032558184,Mr. Bảo,"She hỏi và confirm lại về #2592-008-874 (DC-2964, Ref 15) Total $56.10 mà she nhờ add tạm thợ Everly $55 ser",Done,2024-12-30
Tiến Dương,19:21:10.424000,INNOVATION NAILS SPA,10871,5407612112,Ms,Deactive Snow và Susan,Done,2024-12-30
Sanh Lưu,19:28:01.255000,ZURI NAILS HOUSE,07286,6823654592,Ms,Check GC và chuyển balance GC giúp she,Done,2024-12-30
Sanh Lưu,19:28:01.886000,TK NAIL & SPA,11096,3375122997,Mr,He nhờ chuyển #377 từ cash thành GC 029,Done,2024-12-30
Tiến Dương,19:30:19.575000,LAVISH NAIL LOUNGE,  09854,9184289983,Ms,"ticket 2501-027-773 Total $165 (VS-0833, trans 65) bị change $75. Nhờ chị Dung move lên tiền tip giúp thợ 
=>  HD she adjust tip refund $75 ",Done,2024-12-30
Đạt Trương,19:34:32.508000,SERENE NAILS & HEAD SPA,10954,4692035719,Mr. Andy,"#2501-003-515 cần lấy thêm $110 tiền ser cho 2 thọ, nhờ he adjust giúp và fix lên cho thợ",Done,2024-12-30
Phượng Hồ,19:35:53.791000,PRO TOP NAILS & SPA,AL_11815,2054018770,Mr. Dũng,HD in lương 1 thợ,Done,2024-12-30
Chiến Phạm,19:37:54.709000,THE NAIL ZONE,SC_08668,8648842599,Mr,"He nhờ check lại giờ của ticket, check báo HE He OK",Done,2024-12-30
Đạt Trương,19:40:49.199000,LAVON NAILS ART & SPA,08842,4694341307,Ms,"Q20 S/N: 1140135069 không charge được apple pay, máy báo 105-DECLINED 
=> Gọi lại update Q20 báo no update, test lại vẫn báo 105-DECLINED. Chị Loan đã báo lại iso check
----------------
=> FL gọi lại update nhiều lần khách không nghe máy. Em fl mai gọi lại she ạ",Done,2024-12-30
Tiến Dương,19:49:43.239000,NOVAE BEAUTIQUE NAILS & LASHES,10736,720-389-8064	,Ms,She hỏi fee processing card có hợp ko => Nhờ she call Spoton check và để dc hỗ trợ ,Done,2024-12-30
Sanh Lưu,19:50:44.536000,OP NAILS,07346,7652153594,Ms Hằng,Swap tech ticket #121 cho Hannah,Done,2024-12-30
Đạt Trương,19:57:03.725000,VENTURA NAILS & SPA,06090,3608885279,Ms,#2501-019-605 thẻ VS-3137 Ref 13 Total $120 tiệm nhờ add tạm thợ TEA $120 rồi check lại sau ạ,Done,2024-12-30
Tiến Dương,19:56:29.479000,MORGAN PARK NAILS,IL_05478,"7737322896
7737793806",,"Ticket 2503-008-215 Total $88.05 (VS-88.05, trams id: 10) bị change $2.49
=> Goi confirm nhưng tiệm ko pick up. Nhờ chị Dung note lịch lại giúp tiệm ",,2024-12-30
Chiến Phạm,19:57:25.076000,CEDAR PARK NAILS,09033,8326922530,Ms Linh,"She nhowc check xem đã settlement chưa, check đã batch out báo She OK",Done,2024-12-30
Phượng Hồ,19:57:25.076000,SPOTON Customer Support,,8778144102,Ms Nhi,"AE nhờ đổi fee tiệm NOVAE BEAUTIQUE NAILS & LASHES - 10736 thành 2%, báo muốn đổi fee SPOTON phải email qua cho LLDTEK. AE OK",Done,2024-12-30
Tiến Dương,20:02:34.504000,HANNAH'S NAILS & SPA,09411,5407355297,Mr,,,2024-12-30
Chiến Phạm,20:04:55.157000,NAILS 4 U,11566,4059027802,Ms,"She nhờ check xem có trans nào $70 không check trong report chưa có approve trans nhưng trong bank card check đã có lệch trans $70, nhờ She take time để processing, She OK",Done,2024-12-30
Tiến Dương,20:04:34.759000,HANNAH'S NAILS & SPA,11831,5407355297,Mr Glen,Get ip lại máy Q30 và máy đã work,Done,2024-12-30
Sanh Lưu,20:09:30.337000,NAILS OF AMERICA,06117,7132916746,Mr,"He nói login không được app chủ, đã gửi lại password qua mail đăng kí cho he",Done,2024-12-30
Sanh Lưu,20:40:55.631000,MODERN NAILS & SPA,06971,8434784059,Ms Hạnh,She nhờ fix lại tiền tip,Done,2024-12-30
Sanh Lưu,20:42:01.744000,EXCLUSIVE NAILS,11724,5128032720,Ms Vân,"She nhờ bỏ thêm tiền tip #491 #545 #535 #541, swap tech #510
=> She nhờ xuất file khách của tiệm qua email LOITHIVAN85@ICLOUD.COM, nhờ 2 chị xuất và gửi qua cho tiệm ạ ",Support,2024-12-30
Sanh Lưu,21:18:20.839000,Willow Salon & Spa,11720,5153805766,Mr,He nhờ tắt un-return,Done,2024-12-30
Sanh Lưu,21:49:38.340000,OASIS NAILS SALON,10211,4085950206,Ms,HD in lương 1 thợ trong report tech payout,Done,2024-12-30
Sanh Lưu,22:05:15.084000,LOTUS NAILS DAY SPA,08695,Huyentran092877@icloud.com,Ms,She nhờ check ticket #267 có reward không,Done,2024-12-30
Sanh Lưu,22:23:33.050000,MOBILE NAILS,06621,8133703256,Mr. Tyler,She nhờ swap tech #622,Done,2024-12-30
Sanh Lưu,22:37:45.783000,LEXI NAIL SPA,09245,hoanglcn1998@gmail.com,Mr,"#2591-004-717 ngày 12/30/2025 Total $27 VS-5083, TransID: 13, AppCode: 67953D, bị miss $2 Tip, nhờ các chị request với Spoton giúp tiệm ạ ",Support,2024-12-30
Tuấn Võ,08:07:16.102000,ALLURE NAIL SPA,11531,7068471404,Ms.,KH gọi lên không nói gì xong hangup,No answer,2024-12-31
Anh Thư,08:09:39.044000,ALLURE NAIL SPA,11531,7068471404,Ms.,"set up all tech ck rate 70%, deduc $5 all tech ck 100%",Done,2024-12-31
Tuấn Võ,08:23:58.675000,GEM NAILS SPA,10557,7273666694,Ms.,KH báo tiền deposit từ ngày 12/26-12/30 chưa vào -> nhờ khách gọi qua cho SpotOn để check,Done,2024-12-31
Phương Anh,08:27:25.670000,MAJESTIC NAILS & SPA ,11821,7703042666,Ms ,">> báo khách A35 đã sử dụng được nhưng gọi nhiều lần không có tín hiệu, follow gọi lại sau",Done,2024-12-31
Phương Anh,08:35:28.839000,LUMINA NAILS LOUNGE,11197,4173158148,Mr Phúc,"Happy New Year 2026!
We’re so grateful for your support and for being part of our journey.
Wishing you a joyful and amazing year ahead! 
LUMINA NAILS LOUNGE
2526 S Campbell
luminanaillounge.com
=> Tiệm nhờ soạn lại sms gửi ra cho các khách ở tiệm, nhờ chị Loan hỗ trợ giúp em",Done,2024-12-31
Hương Giang,08:34:12.432000,CITY NAILS & SPA SALON,GA_07758,(678)438-3760 ,Mr ," 12/29 #2502-042-768($125, VS-4660) missed $15 tip (KH đã ajust nhưng bị thiếu)
> nhờ chị Loan request giusp KH",Done,2024-12-31
Phương Anh,08:43:18.493000,LUMINA NAILS LOUNGE,11197,4173158148,Mr Phúc,"Tiệm muốn refill $200 - 11.000sms, nhờ chị Loan chuyển billing giúp em
Thông tin thẻ: 5289-****-****-6348
EXP: 10/29
> đã fill",Done,2024-12-31
Phương Anh,08:50:57.012000,LUMINA NAILS LOUNGE,11197,4173158148,Mr Phúc,"Happy New Year 2026! 
Thank you for being part of our journey
Wishing you a joyful year ahead
LUMINA NAILS LOUNGE
luminanailslounge.com
=> Đợi tiệm confirm. KH OK nhờ các chị send all cust giúp",Done,2024-12-31
Tuấn Võ,08:58:55.563000,FIRST PRO NAILS III,08198,9173536759,Ms. Vaiya,"KH cần sửa giờ của thợ Vaiya (6759) 
12/29 Clock in: 9:46 AM - Clock out: 5:05PM
-> nhờ chị Loan hỗ trợ ạ",Done,2024-12-31
Hương Giang,09:01:21.934000,UME NAILS BAR,11737,5673456778,Ms Huyen,"KH nhận mail charge back $110.64 ngày 12/19, tmdspoton nhờ anh Sang hỗ trợ",Support,2024-12-31
Phương Anh,09:06:57.694000,NICEST NAILS,06784,4043190193,Mr,"Tiệm báo máy mở app không được, đã install lại app cho tiệm",Done,2024-12-31
Tuấn Võ,09:09:57.017000,TERRELL NAILS BAR,07365,2145780726,Ms,"12/30 Tiệm nhờ request thông tin thẻ để lấy thêm $73.10 serv thiếu trong ticket 2502-026-587 ($19.50, VS 7410), AC: 253911, TransID: 17. 
-> Tiệm báo sáng nay khách đã liên hệ lại nên không cần thông tin thẻ để charge thêm nữa",Done,2024-12-31
Anh Thư,09:09:14.742000,MS NAILS,10577,9044012430,Ms,swap tech #972 ngày 12/30 Tom -> Ten $85 serv,Done,2024-12-31
Anh Thư,09:11:59.793000,US NAILS,11863,"8503770873 / 
8504789109",Ms,báo sd máy,Done,2024-12-31
Tuấn Võ,09:25:07.024000,4T NAIL BAR,11494,6786538118,Mr,Thùng tiền bị kẹt chốt không đóng lại đươc -> nhờ khách mở thùng tiền ra xong gắn lại -> khách nói sẽ gọi lại sau,Done,2024-12-31
Anh Thư,09:17:42.270000,CIRCLE J NAIL & SKIN SPA,10749,3019215677,Ms Thủy,HD share hotspot,Done,2024-12-31
Hương Giang,09:22:03.371000,LUXURY NAILS AND SPA 1,08989,7722892141,Mr,"tablet vs printer ko work đã ver 2.1.2 check cùng 1 router internet vì pinpad vẫn work, máy in cũng ko cắt giấy > nhờ gọi MAC check giúp ",Done,2024-12-31
Phương Anh,09:43:04.425000,GALLERY NAILS & SPA,11098,7075922040,Mr,"GALLERY NAILS & SPA
New Year, New Look!
10% OFF all services $35+
From 01/01-02/28/26
Book now: bit.ly/Gallerynails
Call 707-977-9995
=> Tiệm confirm gửi sms ra cho các khách đến tiệm từ 03/01/2025 - 12/28/2025. Nhờ chị Loan hỗ trợ giúp em",Done,2024-12-31
Tiến Dương,09:41:52.444000,NP NAILS & SPA,06729,2193164115,Mr Tiến,"LLDcheck-in bị loading, he đang bận lát he free ",Done,2024-12-31
Tuấn Võ,09:54:01.636000,D N D NAIL SPA,06458,2534467104,Ms,"D N D NAIL SPA/ 06458 
517530150105039

Ngày 12/28 #2501-006-674($63, MC-7845, appcode 823235) missed $60 tip.
>> nhờ Team request số thẻ giúp tiệm, thanks Team!
-> Gọi c/c số thẻ nhưng khách không pickup",No answer,2024-12-31
Tiến Dương,09:50:16.610000,HOUSE OF COLORS NAILS & SPA,11776,"2512699778
5672313112",Mr. Sokchhaye,"Dạ em training done tiệm HOUSE OF COLORS NAILS & SPA - CID: 11776, tiệm mới nhận máy A920 (S/N 1854302745) test trans $1.11 và  đóng batch ạ. Nhờ hai chị hỗ trợ check trans giúp tiệm . Tiệm đã quen với system LLDTek, em hd làm payment và đóng batch cuối ngày. He nói nếu như cần hỗ trợ sẽ chủ động gọi lại sau ạ
-----
Em gọi update done máy A920 (S/N 1854302745) test trans $1.11. Máy đã work rồi ạ",Done,2024-12-31
Phượng Hồ,09:57:58.321000,POSH NAIL BAR,11246,4327412079,Ms,c/c số TMS để KH liên hệ dispute,Done,2024-12-31
Tuấn Võ,09:56:15.756000,CITY NAILS & SPA SALON,GA_07758,(678)438-3760 ,Mr ," 12/29 #2502-042-768($125, VS-4660) missed $15 tip (KH đã ajust nhưng bị thiếu)
> Gọi c/c số thẻ khách không pickup",No answer,2024-12-31
Anh Thư,09:56:53.928000,NOIRE THE NAIL BAR CLEARWATER	,11403,727-600-8111,Mr,"tiệm không tạo được appt cho thợ Nancy vào lúc 11AM (tình trạng tech busy) trừ khung giờ đó vẫn tạo được appt bình thường, check trên system vẫn work, đã nhờ he logout, login vào lại nhưng he báo he đang bận sẽ thử lại và liên hệ sau",Done,2024-12-31
Đạt Trương,10:08:14.383000,BETHANY NAILS & SPA,TX_09727,3046548480,Mr,"He muốn thm khảo đổi update máy, c.c số spoton nhờ he gọi sang giúp",Done,2024-12-31
Sanh Lưu,10:11:48.976000,PRETTY FAMILY NAILS & SPA,07197,7164106627,Ms,"She hỏi có trans nào $41.20 approve không, do khách báo đã spending rồi, đã check trong Q20 thì không thấy trans đó, she bảo khách đi rồi, có gì xíu she gọi chủ rồi cần gì sẽ gọi lại sau",Done,2024-12-31
Tuấn Võ,10:14:07.906000,LUXURY NAILS AND SPA 1 ,08989,7722892181,Mr,"LUXURY NAILS AND SPA 1 - CID: 08989
772 2889 2141
Hi team, merchant báo printer không work, nhờ team gọi lại hỗ trợ mc, thanks team @everyone
-> Đã nhắn MAC Group",Done,2024-12-31
Hương Giang,10:13:58.359000,ARIA SPA AND NAILS,09489,6788627420,Ms. Tuyết,"main app treen PC ko mở được, đã tải lại cho khách",Done,2024-12-31
Phương Anh,10:14:23.305000,POSH NAIL BAR,11246,4327412079,Ms,Tiệm nhờ tìm số phone của các khách đã book appt ngày 10/30,Done,2024-12-31
Đạt Trương,10:16:29.805000,Enchante Nail Bar,11092,4046443554,Ms,Tắt online book hôm nay của tiệm,Done,2024-12-31
Phượng Hồ,10:16:29.805000,CITY NAILS & SPA SALON,GA_07758,(678)438-3760 ,Mr ,"12/29 #2502-042-768($125, VS-4660) missed $15 tip (KH đã ajust nhưng bị thiếu)
> Gọi c/c số thẻ miss tip thẻ declined đã nhờ KH note lại số thẻ charge lại sau ",Done,2024-12-31
Anh Thư,10:16:54.526000,CACHE NAILS & SPA,09629,4048249619,Mr Cường,"Tiệm bị mất internet, đã HD share hotspot cho A920 sd trc, nhờ tiệm gọi check với internet",,2024-12-31
Hương Giang,10:19:26.307000,QUEEN NAILS & SPA,11220,7033091020,Mr James,HD setup salon close 1/1,Done,2024-12-31
Đạt Trương,10:24:25.991000,A & A NAIL BAR,10672,2107731589,Mr ,HD he tải lại LLDcheckin trên tablet mới và báo giá gói sms,Done,2024-12-31
Phương Anh,10:24:25.991000,ARIA NAIL BAR,08386,4699093001,Mr,"Tiệm báo mở app không được, HD tiệm tắt app mở lại",Done,2024-12-31
